Created on 05-12-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-05-06 06-AM,BTCUSD,9757,9757.04,9609,9695.6,3480.67,33682585.63
2018-05-06 05-AM,BTCUSD,9861.7,9861.8,9757,9757,1790.55,17541725.47
2018-05-06 04-AM,BTCUSD,9900,9932.1,9860,9861.7,390.16,3862582.83
2018-05-06 03-AM,BTCUSD,9877.3,9919.77,9877.2,9900,577.92,5720770.79
2018-05-06 02-AM,BTCUSD,9944.9,9944.9,9862.7,9877.3,914.66,9057060.49
2018-05-06 01-AM,BTCUSD,9959.5,9964,9918.3,9944.9,1026.86,10206644.27
2018-05-06 12-AM,BTCUSD,9861.2,9959.7,9853.8,9959.5,1061.45,10528509.65
2018-05-05 11-PM,BTCUSD,9846.1,9880,9825,9861.2,409.88,4039360.27
2018-05-05 10-PM,BTCUSD,9811.1,9875,9784.56,9846.1,433.56,4263247.4
2018-05-05 09-PM,BTCUSD,9768.9,9822.4,9736,9811.1,712.45,6967283.15
2018-05-05 08-PM,BTCUSD,9875.5,9875.9,9748,9768.9,1605.7,15758289.56
2018-05-05 07-PM,BTCUSD,9873.7,9890,9873.6,9875.5,368.28,3639155.46
2018-05-05 06-PM,BTCUSD,9889.3,9903.2,9835.8,9873.7,850.59,8393505.22
2018-05-05 05-PM,BTCUSD,9919.9,9950,9881.8,9889.3,1226.63,12167308.2
2018-05-05 04-PM,BTCUSD,9910.9,9930,9847.5,9919.9,1057.14,10460264.86
2018-05-05 03-PM,BTCUSD,9952.9,9974.9,9904.9,9910.9,1037.71,10311932.15
2018-05-05 02-PM,BTCUSD,9891.1,9964.6,9891,9952.9,1253.17,12458744.14
2018-05-05 01-PM,BTCUSD,9943.7,9990,9891,9891.1,2471.82,24613923.14
2018-05-05 12-PM,BTCUSD,9878.4,9968,9878.3,9943.7,2553.05,25280759.92
2018-05-05 11-AM,BTCUSD,9938.8,9944.2,9841,9878.4,1780.75,17602691.75
2018-05-05 10-AM,BTCUSD,9853.7,9958.91,9853.1,9938.8,2584.74,25633391.23
2018-05-05 09-AM,BTCUSD,9832.4,9876,9828.9,9853.7,546.52,5385043.03
2018-05-05 08-AM,BTCUSD,9804.1,9880,9791.4,9832.4,724.9,7139064.88
2018-05-05 07-AM,BTCUSD,9788.68,9818,9782,9804.1,284.36,2787836.59
2018-05-05 06-AM,BTCUSD,9837.2,9837.3,9782,9788.68,586.42,5753433.32
2018-05-05 05-AM,BTCUSD,9838.5,9851,9789.2,9837.2,606.66,5957930.15
2018-05-05 04-AM,BTCUSD,9830.1,9886.75,9803.1,9838.5,1139.14,11217019.98
2018-05-05 03-AM,BTCUSD,9830.7,9857,9787.8,9830.1,817.81,8034116.05
2018-05-05 02-AM,BTCUSD,9795,9889,9780.1,9830.7,2121.37,20880488.37
2018-05-05 01-AM,BTCUSD,9779.5,9795,9735,9795,2149.85,20971724.34
2018-05-05 12-AM,BTCUSD,9703,9781.3,9685,9779.5,1084.49,10564994.74
2018-05-04 11-PM,BTCUSD,9758,9758.4,9701,9703,324.74,3157165.53
2018-05-04 10-PM,BTCUSD,9755,9769,9692.5,9758,387.63,3775226.1
2018-05-04 09-PM,BTCUSD,9705.2,9757.5,9685.7,9755,670.75,6522904.08
2018-05-04 08-PM,BTCUSD,9666.1,9720,9650,9705.2,645.66,6254351.64
2018-05-04 07-PM,BTCUSD,9650,9673.7,9638.1,9666.1,497.69,4807439.97
2018-05-04 06-PM,BTCUSD,9665,9668.1,9630,9650,420.16,4054174.68
2018-05-04 05-PM,BTCUSD,9680.6,9717.2,9650,9665,772.18,7477679.43
2018-05-04 04-PM,BTCUSD,9626.04,9681,9591,9680.6,1204.97,11601459.01
2018-05-04 03-PM,BTCUSD,9700.9,9712.2,9585,9626.04,1158.16,11163797.03
2018-05-04 02-PM,BTCUSD,9653.53,9713.4,9640,9700.9,749.47,7250069.61
2018-05-04 01-PM,BTCUSD,9705,9720.1,9627.2,9653.53,1267.69,12273435.51
2018-05-04 12-PM,BTCUSD,9769.1,9786.4,9685.9,9705,1067.59,10402057.32
2018-05-04 11-AM,BTCUSD,9707.5,9848,9650,9769.1,1191.92,11587265.49
2018-05-04 10-AM,BTCUSD,9761,9767,9695.9,9707.5,829.61,8065767.76
2018-05-04 09-AM,BTCUSD,9798.1,9806,9656.3,9761,1554.47,15117525.8
2018-05-04 08-AM,BTCUSD,9684.2,9814,9676.1,9798.1,1456.05,14212670.45
2018-05-04 07-AM,BTCUSD,9690.2,9727,9655.1,9684.2,1463.8,14182256.92
2018-05-04 06-AM,BTCUSD,9633.5,9724,9611.8,9690.2,954.23,9230501.57
2018-05-04 05-AM,BTCUSD,9650.6,9654.3,9611.2,9633.5,541.65,5218121.92
2018-05-04 04-AM,BTCUSD,9586.6,9660,9586.6,9650.6,1167.47,11237550.87
2018-05-04 03-AM,BTCUSD,9640.8,9658.4,9550,9586.6,810.82,7790426.25
2018-05-04 02-AM,BTCUSD,9630,9682.4,9612,9640.8,898.08,8664580.27
2018-05-04 01-AM,BTCUSD,9615.9,9688.4,9606,9630,863.15,8320377.26
2018-05-04 12-AM,BTCUSD,9759,9759.1,9542.5,9615.9,3200.93,30784767.19
2018-05-03 11-PM,BTCUSD,9726.4,9875,9726.4,9759,3089.79,30285398.82
2018-05-03 10-PM,BTCUSD,9681.7,9726.4,9667,9726.4,658.84,6383542.78
2018-05-03 09-PM,BTCUSD,9689.95,9690,9667,9681.7,529.1,5122504.77
2018-05-03 08-PM,BTCUSD,9683,9698.9,9633.9,9689.95,1086.38,10499460.69
2018-05-03 07-PM,BTCUSD,9689.6,9745,9649.8,9683,1192.3,11553896.62
2018-05-03 06-PM,BTCUSD,9714.9,9779,9654.1,9689.6,3869.58,37597009.75
2018-05-03 05-PM,BTCUSD,9615.6,9715,9566,9714.9,3853.15,37126062.37
2018-05-03 04-PM,BTCUSD,9436.6,9617,9428.9,9615.6,2298.37,21857567.71
2018-05-03 03-PM,BTCUSD,9447.3,9459.9,9417,9436.6,737.97,6962118.62
2018-05-03 02-PM,BTCUSD,9468.5,9500,9421,9447.3,2831.57,26785806.38
2018-05-03 01-PM,BTCUSD,9336.2,9470,9292,9468.5,3124.69,29320854.97
2018-05-03 12-PM,BTCUSD,9210.6,9360,9197.3,9336.2,2447.83,22782018.99
2018-05-03 11-AM,BTCUSD,9220,9220,9177.7,9210.6,498.34,4584945.1
2018-05-03 10-AM,BTCUSD,9214.7,9235,9209.85,9220,362.78,3345303.61
2018-05-03 09-AM,BTCUSD,9228.7,9228.8,9170.4,9214.7,691.4,6362961.24
2018-05-03 08-AM,BTCUSD,9243.8,9246.7,9196.4,9228.7,589.59,5437425.35
2018-05-03 07-AM,BTCUSD,9207.5,9250,9195.1,9243.8,534.26,4928701.7
2018-05-03 06-AM,BTCUSD,9203.5,9220,9161,9207.5,1310.1,12054125.66
2018-05-03 05-AM,BTCUSD,9268.9,9282.9,9180.1,9203.5,1070.8,9873885.38
2018-05-03 04-AM,BTCUSD,9234.9,9292,9234.8,9268.9,801.07,7426525.47
2018-05-03 03-AM,BTCUSD,9255,9283.5,9224.9,9234.9,1192.36,11033627.67
2018-05-03 02-AM,BTCUSD,9238,9258,9209,9255,860.57,7954706.77
2018-05-03 01-AM,BTCUSD,9214.7,9259,9206.4,9238,611.51,5647449.34
2018-05-03 12-AM,BTCUSD,9236.4,9251.8,9205,9214.7,489.93,4519547.02
2018-05-02 11-PM,BTCUSD,9260.9,9273.1,9217.7,9236.4,914.97,8456945.28
2018-05-02 10-PM,BTCUSD,9238.5,9279.9,9191,9260.9,1153.26,10653065.09
2018-05-02 09-PM,BTCUSD,9203.9,9268.73,9200,9238.5,1294.51,11952976.95
2018-05-02 08-PM,BTCUSD,9124.2,9220,9109.6,9203.9,1063.04,9741052.76
2018-05-02 07-PM,BTCUSD,9124.01,9135,9061,9124.2,788.33,7171885.72
2018-05-02 06-PM,BTCUSD,9125.34,9150,9105,9124.01,676.79,6177260.29
2018-05-02 05-PM,BTCUSD,9126.4,9136.6,9112.5,9125.34,231.98,2116849.16
2018-05-02 04-PM,BTCUSD,9157.1,9173.5,9126,9126.4,851.99,7797704.25
2018-05-02 03-PM,BTCUSD,9083.9,9160.5,9080.5,9157.1,851.05,7776544.53
2018-05-02 02-PM,BTCUSD,9095.8,9124.4,9073,9083.9,732.48,6659104.34
2018-05-02 01-PM,BTCUSD,9085.2,9103.6,9036.3,9095.8,1410.05,12784002.15
2018-05-02 12-PM,BTCUSD,9158,9174.8,9073.5,9085.2,800.73,7309104.51
2018-05-02 11-AM,BTCUSD,9161.8,9201.5,9157,9158,582.14,5343677.43
2018-05-02 10-AM,BTCUSD,9133.68,9204.3,9133.6,9161.8,1568.84,14396099.6
2018-05-02 09-AM,BTCUSD,9119,9153,9113.16,9133.68,998.77,9119875.92
2018-05-02 08-AM,BTCUSD,9147.9,9148,9105.5,9119,497.71,4542017.04
2018-05-02 07-AM,BTCUSD,9165.3,9166,9121.6,9147.9,661.34,6047981.52
2018-05-02 06-AM,BTCUSD,9056.9,9166.3,9056.8,9165.3,1000.41,9120298.98
2018-05-02 05-AM,BTCUSD,9073.9,9100,9055.8,9056.9,636.15,5778242.16
2018-05-02 04-AM,BTCUSD,9029,9085,9029,9073.9,480.32,4352749.8
2018-05-02 03-AM,BTCUSD,9040.6,9040.6,8999.27,9029,381.14,3437698.31
2018-05-02 02-AM,BTCUSD,9029.2,9052.6,9015.1,9040.6,396.79,3585416.28
2018-05-02 01-AM,BTCUSD,9036,9036,8968.3,9029.2,995.62,8963427.15
2018-05-02 12-AM,BTCUSD,9068.2,9099.9,9011.2,9036,831.35,7537091.2
2018-05-01 11-PM,BTCUSD,9041.1,9099.9,9037,9068.2,578.38,5249111.81
2018-05-01 10-PM,BTCUSD,9078.1,9099.9,9034.3,9041.1,977.36,8874029.99
2018-05-01 09-PM,BTCUSD,9018.1,9099.8,9018.1,9078.1,1170.03,10606036.54
2018-05-01 08-PM,BTCUSD,8978.1,9049.7,8966.9,9018.1,649.36,5853732.36
2018-05-01 07-PM,BTCUSD,8984.8,8990.2,8964.3,8978.1,189.26,1699253.69
2018-05-01 06-PM,BTCUSD,8992.2,9006,8939.1,8984.8,466.59,4181990.49
2018-05-01 05-PM,BTCUSD,8984.9,9028.8,8951.4,8992.2,479.09,4305920.67
2018-05-01 04-PM,BTCUSD,8911.7,8999.8,8910.9,8984.9,777.52,6974798.65
2018-05-01 03-PM,BTCUSD,8913,8956.6,8896.3,8911.7,1002.48,8951247.88
2018-05-01 02-PM,BTCUSD,8923.2,8935,8875.1,8913,630.55,5616517.25
2018-05-01 01-PM,BTCUSD,8895.6,8935.4,8850,8923.2,1341.32,11931122.8
2018-05-01 12-PM,BTCUSD,8979.7,8995.9,8817.97,8895.6,1652.78,14709214.82
2018-05-01 11-AM,BTCUSD,9023.9,9052.01,8960,8979.7,444.76,4009687.94
2018-05-01 10-AM,BTCUSD,9024.9,9042.24,8984.4,9023.9,254.29,2290772.63
2018-05-01 09-AM,BTCUSD,9036.9,9065,9013.7,9024.9,775.31,7007066.29
2018-05-01 08-AM,BTCUSD,8977.3,9056,8977,9036.9,1108.08,10001423.56
2018-05-01 07-AM,BTCUSD,8975.1,9010,8973,8977.3,615.33,5528259.98
2018-05-01 06-AM,BTCUSD,8939.3,8986.9,8938,8975.1,381.43,3418674.01
2018-05-01 05-AM,BTCUSD,8975.8,8975.8,8918,8939.3,1012.1,9049004.7
2018-05-01 04-AM,BTCUSD,8952.8,9006.6,8952.8,8975.8,435.56,3913285.31
2018-05-01 03-AM,BTCUSD,9009.3,9018.1,8935,8952.8,1179.91,10586348.53
2018-05-01 02-AM,BTCUSD,8994,9048,8950.6,9009.3,2468.59,22208959.76
2018-05-01 01-AM,BTCUSD,8974.7,9025.9,8876.8,8994,2321.3,20772757.68
2018-05-01 12-AM,BTCUSD,9240.6,9247.3,8937.6,8974.7,4061.17,36756564.14
2018-04-30 11-PM,BTCUSD,9189.1,9254.3,9189,9240.6,765.37,7061867.65
2018-04-30 10-PM,BTCUSD,9225.6,9288.2,9150.3,9189.1,1311.07,12072100.04
2018-04-30 09-PM,BTCUSD,9278,9278,9210,9225.6,1120.6,10355500.43
2018-04-30 08-PM,BTCUSD,9324.1,9339.6,9278,9278,674.26,6278378.91
2018-04-30 07-PM,BTCUSD,9341,9348.4,9288.4,9324.1,669.96,6243763.34
2018-04-30 06-PM,BTCUSD,9332,9350,9325,9341,920.31,8597052.82
2018-04-30 05-PM,BTCUSD,9278.1,9349.7,9278,9332,672.66,6272217.53
2018-04-30 04-PM,BTCUSD,9304.7,9347.7,9278,9278.1,764.94,7123627.21
2018-04-30 03-PM,BTCUSD,9264,9314.7,9251.9,9304.7,578.12,5366732.98
2018-04-30 02-PM,BTCUSD,9278,9300,9258.4,9264,1079.76,10013072.93
2018-04-30 01-PM,BTCUSD,9294.5,9322.94,9278,9278,1351.15,12558982.59
2018-04-30 12-PM,BTCUSD,9263,9299.7,9262,9294.5,531.62,4936899.44
2018-04-30 11-AM,BTCUSD,9252.4,9277.2,9233.8,9263,653.15,6045989.41
2018-04-30 10-AM,BTCUSD,9212.7,9270.2,9181,9252.4,631.54,5828968.88
2018-04-30 09-AM,BTCUSD,9186.7,9230.7,9160,9212.7,869.01,7990488.61
2018-04-30 08-AM,BTCUSD,9221.8,9250,9100,9186.7,1994.6,18271419.51
2018-04-30 07-AM,BTCUSD,9303,9303.2,9185,9221.8,1812.23,16717346.69
